ActiveScreener Id,Time of Screening,Title,Authors,Question,Question.N,List of Reviewers,Answers
13976292,05/20/2024 14:11:58,Growth model for Atlantic cod (Gadus morhua): Effects of temperature and body weight on growth rate,"Björnsson, B., Steinarsson, A., Árnason, T. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976291,05/17/2024 21:45:05,"Growth Differences Among Families Of The Lobster, Homarus americanus1","Hedgecock, Dennis, Nelson, Keith, Shleser, Robert A. ",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976290,05/29/2024 12:23:57,Growth and temperature-induced mortality of young-of-the-year summer flounder (Paralichthys dentatus ) in southern New Jersey,"Szedlmayer, S. T., Able, K. W., Rountree, R. A. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976289,05/29/2024 15:25:18,GROWTH AND SALINITY TOLERANCE IN HYBRIDS WITHIN SALMO-SP AND SALVELINUS-SP,"Sutterlin, A. M., Macfarlane, L. R., Harmon, P. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976288,05/29/2024 12:03:35,Growth and nutrient uptake by Palmaria palmata integrated with Atlantic halibut in a land-based aquaculture system,"Corey, Peter, Kim, Jang K., Duston, Jim  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976287,05/28/2024 17:08:44,Growth and development of red drum eggs and larvae,"Holt, G. J., Chamberlain, G. W., Miget, R. J.  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976286,05/29/2024 15:32:09,Gill Ion Transporter Transcript and Protein Abundance during Developmental Increases in Salinity Tolerance of Atlantic salmon Smolts,"Christensen, Arne, Regish, Amy, McCormick, Stephen ",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Salinity"""
13976285,05/30/2024 11:44:50,"The Giant Mottled Eel, Anguilla marmorata, Uses Blue-Shifted Rod Photoreceptors during Upstream Migration","Wang, Feng-Yu, Fu, Wen-Chun, Wang, I. Li  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""None"""
13976284,05/17/2024 22:07:29,GH-IGF system regulation of attenuated muscle growth and lipolysis in Atlantic salmon reared at elevated sea temperatures,"Hevroy, E. M., Hunskår, C., de Gelder, S.  et al.",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976283,05/29/2024 17:16:38,Geographical expansion of Northeast Atlantic mackerel (Scomber scombrus) in the Nordic Seas from 2007 to 2016 was primarily driven by stock size and constrained by low temperatures,"Olafsdottir, Anna H., Utne, Kjell Rong, Jacobsen, Jan Arge  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976282,05/29/2024 13:57:11,"Genotype-environment interactions for survival and growth rate at varying levels of sodium chloride for growth hormone transgenic channel catfish ( 
<i>Ictalurus punctatus</i>), channel catfish, and albino channel catfish","Abass, N. Y., Drescher, D., Backenstose, N.  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Salinity"""
13976281,05/29/2024 17:13:05,Genomic arrangement of salinity tolerance QTLs in salmonids: A comparative analysis of Atlantic salmon (Salmo salar) with Arctic charr (Salvelinus alpinus) and rainbow trout (Oncorhynchus mykiss),"Norman, Joseph D., Robinson, Mike, Glebe, Brian  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Salinity"""
13976280,05/17/2024 20:30:36,The genomic architecture of high temperature tolerance in a year class of Atlantic Salmon,"Gonen, S., Benfey, T. J., Garber, A. F. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976279,05/17/2024 20:29:11,Genome-wide identification and quantification of salinity-responsive Na plus / K plus -ATPase ?-subunits in three salmonids,"Su, Y., Yu, S. E., Sun, Y. X.  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Salinity"""
13976278,05/21/2024 13:11:18,Genetic variation for upper thermal tolerance diminishes within and between populations with increasing acclimation temperature in Atlantic salmon,"Debes, P. V., Solberg, M. F., Matre, I. H.  et al.",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976277,05/21/2024 11:18:03,Genetic origin and salinity history influence the reproductive success of Atlantic herring,"Berg, F., Slotte, A., Andersson, L.  et al.",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Salinity"""
13976276,05/23/2024 13:56:03,Genetic improvement in striped bass - Part 3: Where do we go from here?,"Lutz, C. G. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""None"""
13976275,05/29/2024 13:57:22,"Genetic factors have a major effect on growth, number of vertebrae and otolith shape in Atlantic herring ( 
<i>Clupea</i> 
<i>harengus</i>)","Berg, F., Almeland, O. W., Skadal, J.  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Salinity"""
13976274,05/24/2024 11:30:04,"Genetic differentiation of brackish water populations of cod 
<i>Gadus morhua</i> in the southern Baltic, inferred from genotyping using SNP-arrays","Pocwierz-Kotus, A., Kijewska, A., Petereit, C.  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""None"""
13976273,05/30/2024 11:51:18,"Gene cloning and mRNA expression of glutamate dehydrogenase in the liver, brain, and intestine of the swamp eel, 
<i>Monopterus albus</i> (Zuiew), exposed to freshwater, terrestrial conditions, environmental ammonia, or salinity stress","Tok, C. Y., Chew, S. F., Ip, A. K. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""None"""
13976272,05/20/2024 14:54:40,Future of the Sea: Biological Responses to Ocean Warming,,Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976271,05/28/2024 17:11:19,"Functional models for growth and food consumption of Atlantic salmon parr, Salmo salar, from a Norwegian river","Forseth, T., Hurley, M. A., Jensen, A. J.  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976270,05/28/2024 16:28:56,"A functional model for maximum growth of Atlantic Salmon parr, Salmo salar, from two populations in northwest England","Elliott, J. M., Hurley, M. A. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976269,05/29/2024 15:32:38,Functional and structural properties of lactate dehydrogenase from embryos of different fishes,"Klyachko, O. S., Ozernyuk, N. D. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""None"""
13976268,05/30/2024 11:59:07,Francisella sp. (Family Francisellaceae) causing mortality in Norwegian cod (Gadus morhua) farming,"Nylund, Are, Ottem, K. F., Watanabe, Kuninori  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""None"""
13976267,05/29/2024 11:46:54,Forecasting fish stock dynamics under climate change: Baltic herring (Clupea harengus) as a case study,"Bartolino, Valerio, Margonski, Piotr, Lindegren, Martin  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976266,05/20/2024 14:59:49,The food-unlimited growth rate of Atlantic cod (Gadus morhua),"Bjornsson, B., Steinarsson, A. ",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976265,05/29/2024 11:45:12,Food deprivation affects vertical distribution and activity of a marine fish in a thermal gradient: Potential energy-conserving mechanisms,"Sogard, S. M., Olla, B. L. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""None"""
13976264,05/21/2024 11:28:49,"Fluctuations in two osmoregulatory components, urea and sodium chloride, of the clearnose skate, Raja eglanteria bosc 1802—I. Upon laboratory modification of external salinities","Price, Kent S., Creaser, Edwin P. ",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Salinity"""
13976263,05/21/2024 11:15:08,"Fluctuations in two osmoregulatory components, urea and sodium chloride, of the clearnose skate, Rafa eglanteria bosc 1802—II. Upon natural variation of the salinity of the external medium","Price, Kent S. ",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"", ""Salinity"""
13976262,05/30/2024 12:10:27,Fluctuating sea-cage environments modify the effects of stocking densities on production and welfare parameters of Atlantic salmon (Salmo salar L.),"Oppedal, Frode, Vaygseth, Tone, Dempster, Tim  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""None"""
13976261,05/21/2024 11:30:26,Flatfish utilize sediment blanket to facilitate thermoregulation,"Ziegler, C. M., Frisk, M. G. ",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976260,05/29/2024 15:34:39,Fishing from space : mackerel fishing in Icelandic waters and correlation with satellite variables,"Agustsdottir, Kristin ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976259,05/21/2024 13:11:34,Fishery Management Complexes: An Impediment or Aid to Sustainable Harvest? A Discussion Based on the Northeast Skate Complex,"Hogan, Fiona, Cadrin, Steve, Haygood, Alyssa ",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976258,05/24/2024 11:55:22,Fish pre-acclimation temperature only modestly affects cadmium toxicity in Atlantic salmon hepatocytes,"Olsvik, P. A., Softeland, L., Hevroy, E. M.  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""None"""
13976257,05/23/2024 13:57:15,Fish composition in a south-western Atlantic temperate coastal lagoon: spatial - temporal variation and relationships with environmental variables,"Castro, M. G., De Astarloa, J. M. D., Cousseau, M. B.  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""None"""
13976256,05/28/2024 17:20:36,"The first spontaneous spawning of red drum 
<i>Sciaenops ocellatus</i> L. in Europe: broodstock management and early larval stages","Lastilla, M., Deflorio, M., Cepollaro, F.  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"", ""Salinity"""
13976255,05/30/2024 12:01:14,"FIRST RECORD OF PARATENIC HOSTS OF THE SWIMBLADDER NEMATODE 
<i>ANGUILLICOLA CRASSUS</i> IN NORTH AMERICA","Li, W. X., Arnott, S. A., Jones, K. M. M.  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""None"""
13976254,05/20/2024 14:45:37,First measurements of field metabolic rate in wild juvenile fishes show strong thermal sensitivity but variations between sympatric ecotypes,"Chung, Ming-Tsung, Jørgensen, Kris-Emil Mose, Trueman, Clive N.  et al.",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976253,05/29/2024 11:50:03,First Evidence of Altered Sensory Quality in a Shellfish Exposed to Decreased pH Relevant to Ocean Acidification,"Dupont, Sam, Hall, Emilie, Calosi, Piero  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""None"""
13976252,05/30/2024 12:08:27,The first annulus of otoliths: a tool for studying intra-annual growth of walleye pollock (Theragra chalcogramma),"Wilson, M. T., Mier, K. L., Dougherty, A. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""None"""
13976251,05/29/2024 17:43:29,Finfish-waterbird trophic interactions in tidal freshwater tributaries of the Chesapeake Bay,"Viverette, C. B., Garman, G. C., McIninch, S. P.  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""None"""
13976250,05/17/2024 17:50:30,Female Baltic herring Clupea harengus allocate resources from growth to reproduction in poor feeding conditions,"Rajasilta, M., Eklund, J., Hanninen, J.  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Salinity"""
13976249,05/20/2024 14:55:24,"Feeding, growth and survival of juvenile summer flounder Paralichthys dentatus : Experimental analysis of the effects of temperature und salinity","Malloy, K. D., Targett, T. E. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"", ""Salinity"""
13976248,05/17/2024 22:11:03,Feeding trial for juvenile and young fish of red drum Sciaenops ocelletus,"Wei-wei, Wang ",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""None"""
13976247,05/29/2024 15:35:44,Feeding ecology of Lophius litulon in the south of Yellow Sea,"Zhang, Xuejian, Cheng, Jiahua, Shen, Wei  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""None"""
13976246,05/20/2024 14:52:27,"Feed intake, growth rate and body composition of juvenile Baltic salmon exposed to different constant temperatures","Koskela, J., Pirhonen, J., Jobling, M. ",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976245,05/21/2024 11:29:33,"Fathers modify thermal reaction norms for hatching success in Atlantic cod, 
<i>Gadus morhua</i>","Dahlke, F. T., Politis, S. N., Butts, I. A. E.  et al.",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976244,05/29/2024 12:24:20,Factors Relating to the Reproductive Biology of Georges Bank Haddock (Melanogrammus aeglefinus) in 1977-83,"Overholtz, W. J. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""Temperature"""
13976243,05/21/2024 13:19:27,"Factors Influencing the Size of American Lobster (Homarus americanus) Stocks Along the Atlantic Coast of Nova Scotia, Gulf of St. Lawrence, and Gulf of Maine: A New Synthesis","Harding, Gareth C., Drinkwater, Ken F., Vass, W. Peter ",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976242,05/28/2024 16:26:34,Factors Influencing Development and Survival of Pacific Herring (Clupea harengus pallasi) Eggs and Larvae to Beginning of Exogenous Feeding,"Alderdice, D. F., Hourston, A. S. ",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""None"""
13976241,05/30/2024 12:11:52,"Factors influencing cannibalism and abundance of walleye pollock (Theragra chalcogramma) on the eastern Bering Sea shelf, 1982-2006","Boldt, J. L., Buckley, T. W., Rooper, C. N.  et al.",Which Environmental Thresholds are in the paper,1,"Caracappa, Joseph","""None"""
13976240,05/20/2024 14:55:05,"Expression of HSP70 mRNA and Protein based on the Thermal Stress in the Primary Hepatocyte Culture of Walleye Pollock ( 
<i>Gadus chalcogrammus</i>)","Kim, So-Sun, Lee, Chang-Ju, Park, Jang-Su ",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
13976239,05/21/2024 11:14:46,Exploring the temperature optima and growth rates of Atlantic cod at the south-easterly limit of its range,"Bolton-Warberg, M., O'Keeffe, D., FitzGerald, R. D. ",Which Environmental Thresholds are in the paper,1,"Gamble, Robert","""Temperature"""
